Policy_ID,Customer_ID,Agent_ID,Product,Branch,Policy_Start_Date,Policy_End_Date,Premium,Sum_Insured,Policy_Status,Customer_Name,City,State,Source_File,Policy_Duration_Days,Premium_Band,Data_Quality_Flag
POL009066,CUST00492,AG073,Motor,East,2025-11-08,2026-11-08,27522.0,2256804,Lapsed,Chakrika Bhalla,Kolkata,Jharkhand,East_Travel.xlsx,365,Medium,OK
POL007094,CUST01312,AG120,Home,East,2025-11-08,2026-11-08,35902.0,559680,Cancelled,Qushi Vaidya,Jaipur,Manipur,East_Travel.xlsx,365,Medium,OK
POL009473,CUST02697,AG106,Motor,East,2025-11-07,2026-11-07,33683.0,2492542,Active,Ayaan Kade,Pune,Tamil Nadu,East_Travel.xlsx,365,Medium,OK
POL008933,CUST02922,AG120,Commercial Property,East,2025-11-06,2026-11-06,121690.0,4989290,Cancelled,Henry Savant,Delhi,Rajasthan,East_Travel.xlsx,365,Very High,OK
POL002713,CUST00638,AG113,Travel,East,2025-11-04,2026-11-04,15346.0,1181642,Lapsed,Anita Chad,Bangalore,Chhattisgarh,East_Travel.xlsx,365,Medium,OK
POL009515,CUST02972,AG064,Marine,East,2025-11-03,2026-11-03,80813.0,7596422,Lapsed,Pavani Parekh,Chandigarh,West Bengal,East_Travel.xlsx,365,High,OK
POL000920,CUST00051,AG020,Travel,East,2025-11-03,2026-11-03,18503.0,1295210,Cancelled,Frado Agate,Mumbai,Himachal Pradesh,East_Travel.xlsx,365,Medium,OK
POL005436,CUST01164,AG119,Home,East,2025-11-03,2026-11-03,42243.0,1520748,Expired,Lopa Goel,Pune,Rajasthan,East_Travel.xlsx,365,Medium,OK
POL007505,CUST01033,AG071,Home,East,2025-11-02,2026-11-02,13717.0,1056209,Lapsed,Amruta Ahluwalia,Mumbai,Goa,East_Travel.xlsx,365,Medium,OK
POL007452,CUST00639,AG001,Travel,East,2025-11-02,2026-11-02,9192.0,569904,Lapsed,Ekansh Sule,Pune,West Bengal,East_Travel.xlsx,365,Low,OK
POL008836,CUST01521,AG067,Marine,East,2025-11-01,2026-11-01,180297.0,14423760,Renewed,Gaurangi Saini,Chandigarh,Uttar Pradesh,East_Travel.xlsx,365,Very High,OK
POL003641,CUST00739,AG086,Motor,East,2025-11-01,2026-11-01,34779.0,1773729,Renewed,Ucchal Keer,Hyderabad,Gujarat,East_Travel.xlsx,365,Medium,OK
POL003199,CUST00021,AG045,Travel,East,2025-10-31,2026-10-31,16206.0,567210,Expired,Maanav Mody,Ahmedabad,Meghalaya,East_Travel.xlsx,365,Medium,OK
POL000792,CUST02477,AG029,Commercial Property,East,2025-10-31,2026-10-31,824016.0,29664576,Renewed,Logan Prabhu,Chennai,Haryana,East_Travel.xlsx,365,Ultra High,OK
POL006404,CUST02462,AG042,Home,East,2025-10-31,2026-10-31,56959.0,4727597,Cancelled,Advik Shenoy,Kolkata,Rajasthan,East_Travel.xlsx,365,High,OK
POL003962,CUST01923,AG027,Commercial Property,East,2025-10-31,2026-10-31,400568.0,21230104,Lapsed,Siddharth Kapur,Jaipur,Uttarakhand,East_Travel.xlsx,365,Very High,OK
POL003572,CUST01370,AG047,Motor,East,2025-10-31,2026-10-31,32448.0,2109120,Renewed,Bahadurjit Pal,Mumbai,Uttar Pradesh,East_Travel.xlsx,365,Medium,OK
POL004737,CUST00020,AG079,Home,East,2025-10-30,2026-10-30,28582.0,1086116,Expired,Naveen Mukherjee,Bangalore,Andhra Pradesh,East_Travel.xlsx,365,Medium,OK
POL000910,CUST02495,AG001,Home,East,2025-10-28,2026-10-28,26026.0,1405404,Renewed,Akshay Sarin,Mumbai,Sikkim,East_Travel.xlsx,365,Medium,OK
POL003611,CUST02597,AG009,Travel,East,2025-10-28,2026-10-28,5595.0,318915,Expired,Leena Barman,Mumbai,Haryana,East_Travel.xlsx,365,Low,OK
POL000936,CUST00887,AG076,Travel,East,2025-10-27,2026-10-27,4954.0,123850,Lapsed,Sathvik Sha,Ahmedabad,Mizoram,East_Travel.xlsx,365,Low,OK
POL000462,CUST02309,AG087,Motor,East,2025-10-26,2026-10-26,22503.0,1215162,Renewed,Bishakha Wason,Pune,Madhya Pradesh,East_Travel.xlsx,365,Medium,OK
POL004677,CUST01652,AG101,Motor,East,2025-10-26,2026-10-26,20355.0,1139880,Renewed,Baghyawati Ghose,Hyderabad,Tripura,East_Travel.xlsx,365,Medium,OK
POL009855,CUST02770,AG012,Motor,East,2025-10-25,2026-10-25,35513.0,3515787,Lapsed,Bhavika Deo,Hyderabad,Tamil Nadu,East_Travel.xlsx,365,Medium,OK
POL003032,CUST02741,AG084,Marine,East,2025-10-25,2026-10-25,108246.0,8659680,Renewed,Zashil Grewal,Chandigarh,Himachal Pradesh,East_Travel.xlsx,365,Very High,OK
POL001774,CUST01303,AG062,Travel,East,2025-10-24,2026-10-24,9932.0,784628,Renewed,Naveen Chauhan,Bangalore,Telangana,East_Travel.xlsx,365,Low,OK
POL009008,CUST01721,AG028,Marine,East,2025-10-24,2026-10-24,166914.0,9514098,Lapsed,Adya Munshi,Ahmedabad,Meghalaya,East_Travel.xlsx,365,Very High,OK
POL005293,CUST01314,AG115,Commercial Property,East,2025-10-24,2026-10-24,707920.0,30440560,Lapsed,Faris Manda,Chandigarh,Sikkim,East_Travel.xlsx,365,Ultra High,OK
POL003447,CUST00611,AG039,Marine,East,2025-10-23,2026-10-23,69844.0,6984400,Cancelled,Owen Bajaj,Bangalore,Kerala,East_Travel.xlsx,365,High,OK
POL004916,CUST00744,AG119,Travel,East,2025-10-23,2026-10-23,12579.0,930846,Renewed,Zaid Khanna,Bhubaneswar,Tamil Nadu,East_Travel.xlsx,365,Medium,OK
POL008316,CUST01183,AG025,Home,East,2025-10-23,2026-10-23,11303.0,474726,Active,Triya Wali,Jaipur,Kerala,East_Travel.xlsx,365,Medium,OK
POL003944,CUST00376,AG041,Motor,East,2025-10-22,2026-10-22,38521.0,1232672,Expired,Manthan Dhingra,Jaipur,Nagaland,East_Travel.xlsx,365,Medium,OK
POL009993,CUST02660,AG046,Motor,East,2025-10-22,2026-10-22,23245.0,1208740,Active,Unknown,Delhi,Uttar Pradesh,East_Travel.xlsx,365,Medium,Review
POL008617,CUST01381,AG048,Marine,East,2025-10-22,2026-10-22,59888.0,5689360,Expired,Hiral Verma,Delhi,Arunachal Pradesh,East_Travel.xlsx,365,High,OK
POL002022,CUST01598,AG072,Travel,East,2025-10-21,2026-10-21,8049.0,531234,Lapsed,Ayushman Rattan,Kolkata,Goa,East_Travel.xlsx,365,Low,OK
POL009293,CUST00585,AG022,Motor,East,2025-10-21,2026-10-21,39982.0,3798290,Cancelled,Vedhika Sampath,Chennai,Nagaland,East_Travel.xlsx,365,Medium,OK
POL006652,CUST02716,AG073,Commercial Property,East,2025-10-20,2026-10-20,170211.0,3574431,Cancelled,Frado Gokhale,Bhubaneswar,Bihar,East_Travel.xlsx,365,Very High,OK
POL008338,CUST01495,AG117,Motor,East,2025-10-20,2026-10-20,39888.0,1954512,Expired,Unknown,Chennai,Andhra Pradesh,East_Travel.xlsx,365,Medium,Review
POL004952,CUST02828,AG050,Marine,East,2025-10-19,2026-10-19,133797.0,6154662,Renewed,Lavanya Dyal,Mumbai,Manipur,East_Travel.xlsx,365,Very High,OK
POL007260,CUST01542,AG090,Motor,East,2025-10-19,2026-10-19,17264.0,880464,Cancelled,Banjeet Parmar,Delhi,Maharashtra,East_Travel.xlsx,365,Medium,OK
POL003508,CUST01724,AG033,Marine,East,2025-10-18,2026-10-18,168123.0,10255503,Expired,Pratyush Raval,Hyderabad,Tripura,East_Travel.xlsx,365,Very High,OK
POL001709,CUST00709,AG027,Commercial Property,East,2025-10-16,2026-10-16,500126.0,13003276,Active,Warinder Gola,Chennai,Manipur,East_Travel.xlsx,365,Ultra High,OK
POL005090,CUST02902,AG081,Travel,East,2025-10-16,2026-10-16,11377.0,591604,Active,Rachana Saran,Ahmedabad,Madhya Pradesh,East_Travel.xlsx,365,Medium,OK
POL009412,CUST01912,AG057,Motor,East,2025-10-15,2026-10-15,35902.0,976950,Active,Chameli Wagle,Pune,Telangana,East_Travel.xlsx,365,Medium,OK
POL004156,CUST01632,AG009,Marine,East,2025-10-14,2026-10-14,131190.0,4985220,Lapsed,Daksha Chaudry,Chandigarh,Nagaland,East_Travel.xlsx,365,Very High,OK
POL001985,CUST00383,AG022,Commercial Property,East,2025-10-14,2026-10-14,756503.0,25721102,Active,Jagvi Trivedi,Kolkata,Kerala,East_Travel.xlsx,365,Ultra High,OK
POL006565,CUST01828,AG062,Home,East,2025-10-14,2026-10-14,37001.0,1073029,Cancelled,Rajeshri Mandal,Ahmedabad,Sikkim,East_Travel.xlsx,365,Medium,OK
POL004903,CUST00943,AG067,Travel,East,2025-10-13,2026-10-13,1240.0,64480,Renewed,Jackson Thakur,Chandigarh,Meghalaya,East_Travel.xlsx,365,Low,OK
POL001132,CUST01861,AG037,Motor,East,2025-10-13,2026-10-13,23868.0,2386800,Expired,George Chaudhari,Bhubaneswar,Madhya Pradesh,East_Travel.xlsx,365,Medium,OK
POL007369,CUST00419,AG034,Commercial Property,East,2025-10-13,2026-10-13,907968.0,46306368,Active,Rayaan Mutti,Bhubaneswar,Bihar,East_Travel.xlsx,365,Ultra High,OK
POL003149,CUST01812,AG058,Commercial Property,East,2025-10-12,2026-10-12,398182.0,22696374,Renewed,Jyoti Dube,Kolkata,Nagaland,East_Travel.xlsx,365,Very High,OK
POL002095,CUST01482,AG021,Motor,East,2025-10-12,2026-10-12,15126.0,695796,Active,Rishi Wagle,Jaipur,Gujarat,East_Travel.xlsx,365,Medium,OK
POL009417,CUST01809,AG106,Home,East,2025-10-11,2026-10-11,35566.0,2951978,Cancelled,Vrishti Sant,Jaipur,Punjab,East_Travel.xlsx,365,Medium,OK
POL008392,CUST01112,AG087,Commercial Property,East,2025-10-10,2026-10-10,610088.0,23793432,Cancelled,Mohini Vora,Bhubaneswar,Chhattisgarh,East_Travel.xlsx,365,Ultra High,OK
POL002165,CUST02859,AG067,Motor,East,2025-10-10,2026-10-10,35301.0,1094331,Renewed,Hredhaan Jain,Chandigarh,Goa,East_Travel.xlsx,365,Medium,OK
POL006215,CUST00193,AG093,Motor,East,2025-10-09,2026-10-09,29527.0,1801147,Expired,Deepa Shukla,Kolkata,Madhya Pradesh,East_Travel.xlsx,365,Medium,OK
POL004576,CUST01758,AG071,Commercial Property,East,2025-10-09,2026-10-09,35902.0,5921712,Lapsed,Maanas Nagar,Delhi,Goa,East_Travel.xlsx,365,Medium,OK
POL001433,CUST02938,AG104,Home,East,2025-10-09,2026-10-09,27348.0,683700,Cancelled,Mitesh Loyal,Kolkata,Uttarakhand,East_Travel.xlsx,365,Medium,OK
POL000906,CUST02706,AG080,Home,East,2025-10-09,2026-10-09,12754.0,765240,Renewed,Banjeet Deo,Hyderabad,Madhya Pradesh,East_Travel.xlsx,365,Medium,OK
POL009739,CUST01761,AG093,Commercial Property,East,2025-10-08,2026-10-08,146034.0,11974788,Expired,Hamsini Oza,Bhubaneswar,West Bengal,East_Travel.xlsx,365,Very High,OK
POL004475,CUST02468,AG057,Marine,East,2025-10-08,2026-10-08,142918.0,4001704,Active,Hemani Keer,Chandigarh,Meghalaya,East_Travel.xlsx,365,Very High,OK
POL009608,CUST00263,AG073,Motor,East,2025-10-08,2026-10-08,35911.0,2190571,Renewed,Chameli Soman,Bangalore,Chhattisgarh,East_Travel.xlsx,365,Medium,OK
POL000469,CUST00477,AG039,Motor,East,2025-10-06,2026-10-06,17806.0,1068360,Cancelled,Aarav Nazareth,Pune,Goa,East_Travel.xlsx,365,Medium,OK
POL004372,CUST01159,AG101,Home,East,2025-10-06,2026-10-06,41883.0,2303565,Renewed,Manbir Mitra,Chandigarh,Nagaland,East_Travel.xlsx,365,Medium,OK
POL007553,CUST00867,AG028,Marine,East,2025-10-05,2026-10-05,198955.0,14921625,Active,Dayita Deep,Ahmedabad,Manipur,East_Travel.xlsx,365,Very High,OK
POL009033,CUST00790,AG112,Marine,East,2025-10-05,2026-10-05,160539.0,8829645,Lapsed,Unknown,Chandigarh,Rajasthan,East_Travel.xlsx,365,Very High,Review
POL002700,CUST02922,AG030,Motor,East,2025-10-05,2026-10-05,26937.0,727299,Cancelled,Henry Savant,Delhi,Rajasthan,East_Travel.xlsx,365,Medium,OK
POL009657,CUST02938,AG050,Home,East,2025-10-05,2026-10-05,19825.0,1050725,Renewed,Mitesh Loyal,Kolkata,Uttarakhand,East_Travel.xlsx,365,Medium,OK
POL008419,CUST00956,AG087,Travel,East,2025-10-04,2026-10-04,19396.0,872820,Cancelled,Veer Khare,Pune,Arunachal Pradesh,East_Travel.xlsx,365,Medium,OK
POL002671,CUST02149,AG003,Home,East,2025-10-04,2026-10-04,63245.0,2782780,Expired,Neel Deol,Ahmedabad,Bihar,East_Travel.xlsx,365,High,OK
POL001451,CUST01372,AG019,Travel,East,2025-10-03,2026-10-03,19836.0,595080,Expired,Udyati Dey,Ahmedabad,Kerala,East_Travel.xlsx,365,Medium,OK
POL007307,CUST02100,AG078,Marine,East,2025-10-03,2026-10-03,77686.0,6137194,Expired,Upma Gill,Bhubaneswar,Punjab,East_Travel.xlsx,365,High,OK
POL006615,CUST00347,AG102,Home,East,2025-10-02,2026-10-02,9492.0,503076,Lapsed,Daksha Sandhu,Bangalore,Tamil Nadu,East_Travel.xlsx,365,Low,OK
POL002499,CUST00961,AG007,Home,East,2025-10-02,2026-10-02,35902.0,4151511,Renewed,Unknown,Patna,Himachal Pradesh,East_Travel.xlsx,365,Medium,Review
POL000220,CUST02346,AG120,Commercial Property,East,2025-10-02,2026-10-02,622713.0,20549529,Cancelled,Aachal Boase,Chandigarh,Uttar Pradesh,East_Travel.xlsx,365,Ultra High,OK
POL007828,CUST02315,AG066,Home,East,2025-10-01,2026-10-01,29198.0,729950,Active,Unknown,Patna,Maharashtra,East_Travel.xlsx,365,Medium,Review
POL001727,CUST01445,AG073,Marine,East,2025-10-01,2026-10-01,67460.0,4857120,Renewed,Omkaar Ramachandran,Hyderabad,Karnataka,East_Travel.xlsx,365,High,OK
POL007303,CUST01089,AG052,Commercial Property,East,2025-10-01,2026-10-01,843062.0,16861240,Cancelled,Deepa Brar,Delhi,Madhya Pradesh,East_Travel.xlsx,365,Ultra High,OK
POL007293,CUST02195,AG006,Home,East,2025-10-01,2026-10-01,41694.0,2918580,Expired,Sneha Nigam,Mumbai,Madhya Pradesh,East_Travel.xlsx,365,Medium,OK
POL000414,CUST01795,AG037,Commercial Property,East,2025-09-30,2026-09-30,83544.0,2088600,Renewed,Ridhi Gole,Bangalore,West Bengal,East_Travel.xlsx,365,High,OK
POL006835,CUST00397,AG114,Motor,East,2025-09-29,2026-09-29,35902.0,457569,Renewed,Brinda Venkataraman,Ahmedabad,Tamil Nadu,East_Travel.xlsx,365,Medium,OK
POL006401,CUST00211,AG044,Travel,East,2025-09-29,2026-09-29,10435.0,939150,Cancelled,Ekantika Toor,Mumbai,Chhattisgarh,East_Travel.xlsx,365,Medium,OK
POL004809,CUST01344,AG092,Motor,East,2025-09-29,2026-09-29,16770.0,1190670,Active,Kamala Ravel,Jaipur,Assam,East_Travel.xlsx,365,Medium,OK
POL008946,CUST00142,AG001,Home,East,2025-09-28,2026-09-28,13337.0,413447,Expired,Abha Sethi,Kolkata,Telangana,East_Travel.xlsx,365,Medium,OK
POL005678,CUST02423,AG096,Motor,East,2025-09-27,2026-09-27,33682.0,3233472,Cancelled,Michael Acharya,Ahmedabad,Uttar Pradesh,East_Travel.xlsx,365,Medium,OK
POL004298,CUST02788,AG006,Home,East,2025-09-27,2026-09-27,59976.0,2758896,Expired,Nihal Pandya,Delhi,Tamil Nadu,East_Travel.xlsx,365,High,OK
POL002732,CUST00811,AG035,Marine,East,2025-09-27,2026-09-27,65261.0,3393572,Cancelled,George Batra,Patna,Assam,East_Travel.xlsx,365,High,OK
POL007236,CUST02951,AG092,Motor,East,2025-09-27,2026-09-27,35902.0,2079522,Expired,Upma Johal,Delhi,Uttarakhand,East_Travel.xlsx,365,Medium,OK
POL001284,CUST01375,AG005,Commercial Property,East,2025-09-26,2026-09-26,375860.0,23303320,Lapsed,Sanya Varghese,Delhi,Haryana,East_Travel.xlsx,365,Very High,OK
POL000610,CUST02439,AG006,Home,East,2025-09-25,2026-09-25,27858.0,1950060,Renewed,Jagat Pandit,Hyderabad,Karnataka,East_Travel.xlsx,365,Medium,OK
POL001180,CUST02358,AG015,Home,East,2025-09-24,2026-09-24,64785.0,3757530,Renewed,Mohini Chanda,Bhubaneswar,Jharkhand,East_Travel.xlsx,365,High,OK
POL007019,CUST00563,AG112,Marine,East,2025-09-24,2026-09-24,85439.0,5638974,Expired,Udarsh Taneja,Chennai,Madhya Pradesh,East_Travel.xlsx,365,High,OK
POL009947,CUST02329,AG100,Travel,East,2025-09-24,2026-09-24,16194.0,453432,Expired,Frederick Wali,Bhubaneswar,Meghalaya,East_Travel.xlsx,365,Medium,OK
POL006298,CUST02447,AG063,Travel,East,2025-09-23,2026-09-23,18291.0,695058,Lapsed,Wridesh Tripathi,Mumbai,Mizoram,East_Travel.xlsx,365,Medium,OK
POL000958,CUST01320,AG031,Travel,East,2025-09-21,2026-09-21,19372.0,774880,Renewed,Ronith Goel,Jaipur,Nagaland,East_Travel.xlsx,365,Medium,OK
POL009853,CUST01398,AG105,Marine,East,2025-09-20,2026-09-20,188066.0,9403300,Lapsed,Jalsa Parekh,Kolkata,Rajasthan,East_Travel.xlsx,365,Very High,OK
POL004859,CUST00864,AG059,Home,East,2025-09-20,2026-09-20,35893.0,1794650,Expired,Gagan Choudhry,Bhubaneswar,Goa,East_Travel.xlsx,365,Medium,OK
POL005703,CUST02228,AG006,Travel,East,2025-09-20,2026-09-20,9732.0,622848,Cancelled,Banjeet Jaggi,Ahmedabad,Uttarakhand,East_Travel.xlsx,365,Low,OK
POL005363,CUST00023,AG093,Commercial Property,East,2025-09-19,2026-09-19,174547.0,16058324,Lapsed,Upasna Bhargava,Hyderabad,Gujarat,East_Travel.xlsx,365,Very High,OK
POL003488,CUST01601,AG068,Travel,East,2025-09-19,2026-09-19,7587.0,379350,Cancelled,Dayamai Seth,Bangalore,Punjab,East_Travel.xlsx,365,Low,OK
POL005111,CUST02318,AG068,Motor,East,2025-09-19,2026-09-19,25150.0,2338950,Lapsed,Pavani Deshmukh,Chennai,Tripura,East_Travel.xlsx,365,Medium,OK
POL007520,CUST00095,AG090,Commercial Property,East,2025-09-19,2026-09-19,670612.0,22130196,Renewed,Anmol Krish,Pune,Andhra Pradesh,East_Travel.xlsx,365,Ultra High,OK
POL001287,CUST00993,AG052,Motor,East,2025-09-19,2026-09-19,14978.0,868724,Cancelled,Raghav Sawhney,Patna,Haryana,East_Travel.xlsx,365,Medium,OK
POL001338,CUST00961,AG088,Commercial Property,East,2025-09-18,2026-09-18,997708.0,95779968,Lapsed,Girish Garde,Patna,Himachal Pradesh,East_Travel.xlsx,365,Ultra High,OK
POL000452,CUST00167,AG050,Travel,East,2025-09-18,2026-09-18,16089.0,788361,Renewed,Gayathri Samra,Delhi,Uttar Pradesh,East_Travel.xlsx,365,Medium,OK
POL001841,CUST01690,AG004,Marine,East,2025-09-18,2026-09-18,91981.0,8370271,Lapsed,Maanas Vala,Ahmedabad,West Bengal,East_Travel.xlsx,365,High,OK
POL007197,CUST00252,AG051,Motor,East,2025-09-18,2026-09-18,22884.0,2128212,Cancelled,Gaurang Madan,Hyderabad,Manipur,East_Travel.xlsx,365,Medium,OK
POL009749,CUST02839,AG077,Travel,East,2025-09-18,2026-09-18,13559.0,1233869,Cancelled,Niharika Acharya,Patna,Madhya Pradesh,East_Travel.xlsx,365,Medium,OK
POL000155,CUST01162,AG106,Travel,East,2025-09-17,2026-09-17,9647.0,926112,Active,Yachana Tak,Chandigarh,Assam,East_Travel.xlsx,365,Low,OK
POL008551,CUST01082,AG023,Travel,East,2025-09-17,2026-09-17,3692.0,147680,Lapsed,Ayush Nagarajan,Pune,Goa,East_Travel.xlsx,365,Low,OK
POL009620,CUST02088,AG073,Commercial Property,East,2025-09-16,2026-09-16,190592.0,7242496,Lapsed,Siya Prasad,Bhubaneswar,Punjab,East_Travel.xlsx,365,Very High,OK
POL006012,CUST01433,AG017,Motor,East,2025-09-15,2026-09-15,39300.0,3890700,Active,Vrishti Hora,Patna,Odisha,East_Travel.xlsx,365,Medium,OK
POL004922,CUST02999,AG095,Motor,East,2025-09-15,2026-09-15,30027.0,1381242,Lapsed,Nathan Menon,Patna,Haryana,East_Travel.xlsx,365,Medium,OK
POL006436,CUST02861,AG062,Commercial Property,East,2025-09-14,2026-09-14,646308.0,50412024,Cancelled,Ekiya Cheema,Hyderabad,Haryana,East_Travel.xlsx,365,Ultra High,OK
POL006377,CUST02601,AG118,Commercial Property,East,2025-09-13,2026-09-13,762899.0,17546677,Cancelled,Michael Hegde,Hyderabad,Bihar,East_Travel.xlsx,365,Ultra High,OK
POL003213,CUST01718,AG109,Marine,East,2025-09-12,2026-09-12,99717.0,6980190,Cancelled,Varenya Buch,Patna,Meghalaya,East_Travel.xlsx,365,High,OK
POL005593,CUST00792,AG094,Travel,East,2025-09-11,2026-09-11,14473.0,607866,Expired,Damyanti Deshmukh,Chandigarh,Odisha,East_Travel.xlsx,365,Medium,OK
POL002548,CUST01480,AG065,Home,East,2025-09-11,2026-09-11,51692.0,5117508,Expired,Unknown,Chandigarh,Sikkim,East_Travel.xlsx,365,High,Review
POL003851,CUST00395,AG051,Marine,East,2025-09-11,2026-09-11,103908.0,10286892,Lapsed,Jasmit Chaudhuri,Mumbai,Odisha,East_Travel.xlsx,365,Very High,OK
POL002065,CUST01821,AG084,Travel,East,2025-09-10,2026-09-10,11970.0,825930,Renewed,Meghana Ahluwalia,Hyderabad,Goa,East_Travel.xlsx,365,Medium,OK
POL008002,CUST00733,AG063,Travel,East,2025-09-10,2026-09-10,9186.0,688950,Renewed,Unknown,Chandigarh,Sikkim,East_Travel.xlsx,365,Low,Review
POL009261,CUST00899,AG006,Travel,East,2025-09-10,2026-09-10,15346.0,966798,Renewed,Harshil Barman,Delhi,Haryana,East_Travel.xlsx,365,Medium,OK
POL006458,CUST02127,AG093,Travel,East,2025-09-09,2026-09-09,4261.0,247138,Renewed,Faqid Bhatt,Mumbai,Andhra Pradesh,East_Travel.xlsx,365,Low,OK
POL008310,CUST00548,AG067,Travel,East,2025-09-08,2026-09-08,12763.0,701965,Expired,Harita Bajaj,Chandigarh,Uttar Pradesh,East_Travel.xlsx,365,Medium,OK
POL001945,CUST02089,AG048,Motor,East,2025-09-06,2026-09-06,6497.0,610718,Renewed,Unknown,Ahmedabad,Telangana,East_Travel.xlsx,365,Low,Review
POL003757,CUST02971,AG075,Home,East,2025-09-05,2026-09-05,68636.0,3843616,Cancelled,Chaman Sangha,Mumbai,Bihar,East_Travel.xlsx,365,High,OK
POL000676,CUST01187,AG002,Home,East,2025-09-04,2026-09-04,40506.0,2146818,Expired,Nidra Pau,Pune,Himachal Pradesh,East_Travel.xlsx,365,Medium,OK
POL002271,CUST00349,AG063,Home,East,2025-09-04,2026-09-04,57481.0,3908708,Active,Hredhaan Jain,Hyderabad,Bihar,East_Travel.xlsx,365,High,OK
POL008480,CUST01108,AG070,Travel,East,2025-09-04,2026-09-04,10760.0,613320,Renewed,Viraj Nagar,Bhubaneswar,Tripura,East_Travel.xlsx,365,Medium,OK
POL002969,CUST00415,AG087,Home,East,2025-09-03,2026-09-03,23238.0,1371042,Expired,Dhriti Srivastava,Bangalore,Uttar Pradesh,East_Travel.xlsx,365,Medium,OK
POL009619,CUST01896,AG020,Commercial Property,East,2025-09-02,2026-09-02,301641.0,19003383,Lapsed,Siya Das,Chandigarh,Nagaland,East_Travel.xlsx,365,Very High,OK
POL000128,CUST02818,AG025,Motor,East,2025-09-01,2026-09-01,15808.0,1280448,Active,Pranit Ramanathan,Mumbai,Goa,East_Travel.xlsx,365,Medium,OK
POL000054,CUST00201,AG005,Motor,East,2025-08-31,2026-08-31,15258.0,793416,Renewed,Lavanya Gole,Kolkata,Punjab,East_Travel.xlsx,365,Medium,OK
POL002311,CUST00036,AG050,Motor,East,2025-08-31,2026-08-31,32992.0,3035264,Lapsed,Gaurangi Kara,Bangalore,Himachal Pradesh,East_Travel.xlsx,365,Medium,OK
POL006967,CUST01588,AG060,Travel,East,2025-08-30,2026-08-30,10973.0,702272,Lapsed,Pallavi Varghese,Jaipur,Manipur,East_Travel.xlsx,365,Medium,OK
POL009023,CUST01797,AG006,Home,East,2025-08-30,2026-08-30,37518.0,2551224,Cancelled,Xavier Khatri,Bangalore,Assam,East_Travel.xlsx,365,Medium,OK
POL008835,CUST01196,AG075,Commercial Property,East,2025-08-29,2026-08-29,537588.0,26341812,Cancelled,Max Bhagat,Chandigarh,Tripura,East_Travel.xlsx,365,Ultra High,OK
POL006260,CUST01988,AG091,Commercial Property,East,2025-08-29,2026-08-29,220598.0,21839202,Active,Aachal Bhargava,Pune,Punjab,East_Travel.xlsx,365,Very High,OK
POL003333,CUST02671,AG110,Home,East,2025-08-29,2026-08-29,9380.0,459620,Expired,Jasmit Raja,Bangalore,Punjab,East_Travel.xlsx,365,Low,OK
POL009305,CUST01580,AG082,Home,East,2025-08-29,2026-08-29,68006.0,2312204,Expired,Devika Jha,Bhubaneswar,Kerala,East_Travel.xlsx,365,High,OK
POL000435,CUST02003,AG093,Motor,East,2025-08-29,2026-08-29,39369.0,787380,Cancelled,Edhitha Bakshi,Ahmedabad,Manipur,East_Travel.xlsx,365,Medium,OK
POL008944,CUST01590,AG010,Commercial Property,East,2025-08-29,2026-08-29,745895.0,23868640,Active,Aarav Shukla,Delhi,Goa,East_Travel.xlsx,365,Ultra High,OK
POL004537,CUST02834,AG086,Travel,East,2025-08-29,2026-08-29,16807.0,1680700,Lapsed,Chaaya Upadhyay,Bhubaneswar,Jharkhand,East_Travel.xlsx,365,Medium,OK
POL007422,CUST01383,AG010,Travel,East,2025-08-29,2026-08-29,3086.0,185160,Renewed,Farhan Wali,Delhi,Andhra Pradesh,East_Travel.xlsx,365,Low,OK
POL008260,CUST01950,AG080,Commercial Property,East,2025-08-28,2026-08-28,943930.0,67962960,Expired,Ati Apte,Chennai,Assam,East_Travel.xlsx,365,Ultra High,OK
POL001562,CUST02664,AG095,Motor,East,2025-08-28,2026-08-28,31593.0,695046,Active,Vedant Sharaf,Patna,Bihar,East_Travel.xlsx,365,Medium,OK
POL008120,CUST00689,AG012,Motor,East,2025-08-28,2026-08-28,35673.0,1890669,Renewed,Siddharth Rama,Bangalore,Himachal Pradesh,East_Travel.xlsx,365,Medium,OK
POL001640,CUST00656,AG103,Commercial Property,East,2025-08-27,2026-08-27,201778.0,10694234,Lapsed,Onkar Puri,Chandigarh,Karnataka,East_Travel.xlsx,365,Very High,OK
POL004282,CUST02110,AG109,Travel,East,2025-08-27,2026-08-27,4346.0,369410,Lapsed,Caleb Nagi,Delhi,Tamil Nadu,East_Travel.xlsx,365,Low,OK
POL005843,CUST02094,AG059,Commercial Property,East,2025-08-26,2026-08-26,109208.0,8409016,Active,Chaitanya Tak,Bhubaneswar,Tamil Nadu,East_Travel.xlsx,365,Very High,OK
POL008677,CUST02813,AG078,Commercial Property,East,2025-08-26,2026-08-26,934687.0,25236549,Renewed,Oeshi Sarma,Hyderabad,Nagaland,East_Travel.xlsx,365,Ultra High,OK
POL004393,CUST00794,AG009,Motor,East,2025-08-26,2026-08-26,24303.0,2405997,Active,Vivaan Dubey,Jaipur,Bihar,East_Travel.xlsx,365,Medium,OK
POL007251,CUST00800,AG053,Motor,East,2025-08-26,2026-08-26,16355.0,621490,Expired,Anmol Ramaswamy,Hyderabad,Odisha,East_Travel.xlsx,365,Medium,OK
